seed_search,seed_run,n_layers,hidden_units,batch_size,lr,weight_decay,val_split,patience,reduce_plateau,num_epochs,lambda_data,lambda_rss,lambda_azimuth,lambda_bc,n_collocation,n_boundary_collocation,resampling_period,test_mse,test_rmse,test_50th,test_75th,test_90th,test_mae,test_min_ae,test_max_ae,develop_buffer,develop_channel,develop_polarization,develop_preprocess,develop_task,develop_split,test_buffer,test_channel,test_polarization,test_preprocess,test_task,test_split
,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,1.0,0.0,0.0,0.0,10000,256,10,0.2707352638244629,0.5203222632408142,0.2926514148712158,0.4523148536682129,0.7774757146835327,0.3722062408924103,0.004489387385547161,4.360687732696533,1000,37,2nd,False,static_north,0.8,1000,37,2nd,False,static_north,0.2
,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,1.0,0.0,0.0,0.0,10000,256,10,0.2707352638244629,0.5203222632408142,0.2926514148712158,0.4523148536682129,0.7774757146835327,0.3722062408924103,0.004489387385547161,4.360687732696533,1000,37,2nd,False,static_north,0.8,1000,37,2nd,False,static_north,0.2
,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,1.0,0.0,0.0,0.0,10000,256,10,0.34731245040893555,0.5893322229385376,0.40307897329330444,0.6365466713905334,0.8887898325920105,0.4699726700782776,0.009232941083610058,4.74887752532959,1000,37,2nd,False,static_north,0.19999999999999996,1000,37,2nd,False,static_north,0.8
,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,1.0,1.0,1.0,0.0,10000,256,10,0.4365922510623932,0.6607512831687927,0.43071484565734863,0.7348088622093201,1.0416345596313477,0.5355607271194458,0.0023219548165798187,3.1235601902008057,1000,37,2nd,False,static_north,0.19999999999999996,1000,37,2nd,False,static_north,0.8
,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,1.0,1.0,1.0,0.0,10000,256,10,1.567295789718628,1.2519168853759766,1.012410283088684,1.3966394662857056,1.9787356853485107,1.0806602239608765,0.013749890960752964,3.579467535018921,1000,37,2nd,False,static_north,0.09999999999999998,1000,37,2nd,False,static_north,0.9
,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,1.0,1.0,1.0,0.0,20000,256,10,1.5634225606918335,1.2503689527511597,1.0129973888397217,1.396135926246643,1.9771875143051147,1.0792492628097534,0.014215489849448204,3.5779969692230225,1000,37,2nd,False,static_north,0.09999999999999998,1000,37,2nd,False,static_north,0.9
,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,1.0,1.0,0.0,0.0,20000,256,10,1.564595341682434,1.250837802886963,1.0136356353759766,1.3965333700180054,1.980731725692749,1.0798026323318481,0.019587256014347076,3.575854778289795,1000,37,2nd,False,static_north,0.09999999999999998,1000,37,2nd,False,static_north,0.9
,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,1.0,1.0,100.0,0.0,20000,256,10,0.7212967276573181,0.8492919206619263,0.6277055144309998,0.9648061990737915,1.3301646709442139,0.7234652042388916,0.008070215582847595,4.497988224029541,1000,37,2nd,False,static_north,0.09999999999999998,1000,37,2nd,False,static_north,0.9
,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,0.0,1.0,1000.0,0.0,20000,256,10,10.823331832885742,3.2898831367492676,2.8758652210235596,4.1012749671936035,5.3751912117004395,2.9798901081085205,0.2070275992155075,5.910648822784424,1000,37,2nd,False,static_north,0.09999999999999998,1000,37,2nd,False,static_north,0.9
,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,1.0,1.0,1000.0,0.0,20000,256,10,0.6509796977043152,0.8068331480026245,0.6085044145584106,0.906114399433136,1.2427926063537598,0.6864492297172546,0.01570197381079197,3.797687292098999,1000,37,2nd,False,static_north,0.09999999999999998,1000,37,2nd,False,static_north,0.9
,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,1.0,0.0,0.0,0.0,20000,256,10,0.5461499094963074,0.7390195727348328,0.5452103018760681,0.7962121367454529,1.0869539976119995,0.6213301420211792,0.00471474276855588,3.6501893997192383,1000,37,2nd,False,static_north,0.09999999999999998,1000,37,2nd,False,static_north,0.9
,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,1.0,1.0,1.0,1.0,20000,256,10,4.11214542388916,2.0278425216674805,1.570924997329712,2.318406581878662,2.9968924522399902,1.7438594102859497,0.05056265741586685,7.171727180480957,1000,37,2nd,False,static_north,0.09999999999999998,1000,37,2nd,False,static_north,0.9
,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,1.0,1.0,1.0,1.0,20000,256,10,0.7847501635551453,0.8858612775802612,0.7213871479034424,1.1162693500518799,1.3600208759307861,0.7492800354957581,0.0029974214266985655,3.294481039047241,1000,37,2nd,False,static_north,0.09999999999999998,1000,37,2nd,False,static_north,0.9
,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,1.0,1.0,1.0,1.0,20000,256,10,3.3917925357818604,1.841681957244873,1.5496100187301636,1.9617676734924316,2.7705273628234863,1.6094024181365967,0.07459878921508789,5.474417686462402,1000,37,2nd,False,static_north,0.050000000000000044,1000,37,2nd,False,static_north,0.95
,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,1.0,0.0,0.0,0.0,20000,256,10,1.4497841596603394,1.2040698528289795,0.9860671758651733,1.3294070959091187,1.8487156629562378,1.0445367097854614,0.012473720125854015,3.150134563446045,1000,37,2nd,False,static_north,0.050000000000000044,1000,37,2nd,False,static_north,0.95
