seed_search,seed_run,n_layers,hidden_units,batch_size,lr,weight_decay,val_split,patience,reduce_plateau,num_epochs,lambda_data,lambda_rss,lambda_azimuth,lambda_bc,n_collocation,n_boundary_collocation,resampling_period,test_mse,test_rmse,test_50th,test_75th,test_90th,test_mae,test_min_ae,test_max_ae,develop_buffer,develop_channel,develop_polarization,develop_preprocess,develop_task,develop_split,test_buffer,test_channel,test_polarization,test_task,test_split
,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,1.0,0.0,0.0,0.0,10000,256,10,0.7795347571372986,0.8829126358032227,0.6144436597824097,0.9730859398841858,1.3928790092468262,0.7354078888893127,0.07910959422588348,2.563204050064087,1000,37,2nd,False,static_all,1.0,200,37,2nd,mobility_use-case2_run1,1.0
