seed_search,seed_run,n_layers,hidden_units,batch_size,lr,weight_decay,val_split,patience,reduce_plateau,num_epochs,lambda_data,lambda_rss,lambda_azimuth,lambda_bc,n_collocation,n_boundary_collocation,resampling_period,test_mse,test_rmse,test_50th,test_75th,test_90th,test_mae,test_min_ae,test_max_ae,develop_buffer,develop_channel,develop_polarization,develop_preprocess,develop_task,develop_split,test_buffer,test_channel,test_polarization,test_preprocess,test_task,test_split
,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,1.0,0.0,0.0,0.0,10000,256,10,0.1208263486623764,0.3476008474826813,0.22295841574668884,0.34423455595970154,0.48243334889411926,0.2677144408226013,0.004263815004378557,1.9563391208648682,1000,37,2nd,False,static_west,0.8,1000,37,2nd,False,static_west,0.2
,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,1.0,0.0,0.0,0.0,10000,256,10,0.1208263486623764,0.3476008474826813,0.22295841574668884,0.34423455595970154,0.48243334889411926,0.2677144408226013,0.004263815004378557,1.9563391208648682,1000,37,2nd,False,static_west,0.8,1000,37,2nd,False,static_west,0.2
,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,1.0,0.0,0.0,0.0,10000,256,10,0.29637041687965393,0.5443991422653198,0.3286065459251404,0.5907526612281799,0.8474584817886353,0.42712879180908203,0.007592751644551754,3.466327428817749,1000,37,2nd,False,static_west,0.19999999999999996,1000,37,2nd,False,static_west,0.8
42,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,0.3745401188473625,0.9507143064099162,0.7319939418114051,0.0,20000,256,10,0.26686567068099976,0.516590416431427,0.29170188307762146,0.48911812901496887,0.7887588143348694,0.39001885056495667,0.006921714171767235,3.4593615531921387,1000,37,2nd,False,static_west,0.19999999999999996,1000,37,2nd,False,static_west,0.8
42,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,0.5986584841970366,0.15601864044243652,0.15599452033620265,0.0,20000,256,10,0.4193265736103058,0.6475542783737183,0.4435545802116394,0.7096260786056519,0.9837642908096313,0.5260046124458313,0.009898737072944641,3.0795860290527344,1000,37,2nd,False,static_west,0.19999999999999996,1000,37,2nd,False,static_west,0.8
42,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,0.05808361216819946,0.8661761457749352,0.6011150117432088,0.0,20000,256,10,0.5370159149169922,0.7328137159347534,0.44583719968795776,0.7394370436668396,1.2538422346115112,0.5772905945777893,0.021321412175893784,4.154987812042236,1000,37,2nd,False,static_west,0.19999999999999996,1000,37,2nd,False,static_west,0.8
42,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,0.7080725777960455,0.020584494295802447,0.9699098521619943,0.0,20000,256,10,0.36951225996017456,0.6078752279281616,0.380474716424942,0.6275699734687805,0.9247305989265442,0.4793451726436615,0.014341301284730434,3.4478814601898193,1000,37,2nd,False,static_west,0.19999999999999996,1000,37,2nd,False,static_west,0.8
42,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,0.8324426408004217,0.21233911067827616,0.18182496720710062,0.0,20000,256,10,0.4193156361579895,0.6475458741188049,0.4435361325740814,0.7082136869430542,0.9830257296562195,0.5259783267974854,0.010740311816334724,3.0824570655822754,1000,37,2nd,False,static_west,0.19999999999999996,1000,37,2nd,False,static_west,0.8
42,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,0.18340450985343382,0.3042422429595377,0.5247564316322378,0.0,20000,256,10,0.9387351870536804,0.9688834547996521,0.8254696726799011,1.0672028064727783,1.3867915868759155,0.8334762454032898,0.023672953248023987,5.3566436767578125,1000,37,2nd,False,static_west,0.19999999999999996,1000,37,2nd,False,static_west,0.8
42,42,2,[8],256,0.1,0.01,0.2,10,0.1,500,0.43194501864211576,0.2912291401980419,0.6118528947223795,0.0,20000,256,10,0.46226808428764343,0.679902970790863,0.465104341506958,0.7093543410301208,0.9968148469924927,0.5545740723609924,0.012269958853721619,3.0905699729919434,1000,37,2nd,False,static_west,0.19999999999999996,1000,37,2nd,False,static_west,0.8
